Product Title,Handle,Type,Variant Attributes,Variant Options (all),SKU,Qty,Qty Unit,Qty Note,Current Price,Current Per Unit,Competitor Name,Best Competitor Per Unit,Competitor Price (for same qty),Competitor URL,Competitor Notes,Recommended Per Unit Price,Recommended Shopify Price,Short Description,Competitor Match Type,Recommendation Action
7ml Glass Jars- Low Profile heavy bottom- Screw Top with Lids,7ml-screw-top-jars-with-black-lids,glass jar,Lid Color: Black; Glass: Frosted,Quantity: 900; Lid Color: Black; Glass: Frosted,7MLJAR-04BF,900,pcs,900,14.99,0.016655555555555555,420 Stock,0.33,297.0,https://420stock.com/products/7ml-black-cap-glass-concentrate-container-trap-jar,1-4 cases (360/case),0.3135,282.99,"The 7ml Low Profile Heavy Bottom Glass Jar is a lab-grade concentrate container built for extractors, processors, and brands who need packaging that performs on the bench and looks right on the shelf.…",Direct / tiered,Raise
7ml Glass Jars- Low Profile heavy bottom- Screw Top with Lids,7ml-screw-top-jars-with-black-lids,glass jar,Lid Color: Black; Glass: Clear,Quantity: 2700; Lid Color: Black; Glass: Clear,7MLJAR-09B,2700,pcs,2700,49.99,0.018514814814814817,420 Stock,0.31,837.0,https://420stock.com/products/7ml-black-cap-glass-concentrate-container-trap-jar,5-9 cases,0.2945,795.99,"The 7ml Low Profile Heavy Bottom Glass Jar is a lab-grade concentrate container built for extractors, processors, and brands who need packaging that performs on the bench and looks right on the shelf.…",Direct / tiered,Raise
7ml Glass Jars- Low Profile heavy bottom- Screw Top with Lids,7ml-screw-top-jars-with-black-lids,glass jar,Lid Color: Black; Glass: Frosted,Quantity: 2700; Lid Color: Black; Glass: Frosted,7MLJAR-09BF,2700,pcs,2700,44.99,0.016662962962962963,420 Stock,0.31,837.0,https://420stock.com/products/7ml-black-cap-glass-concentrate-container-trap-jar,5-9 cases,0.2945,795.99,"The 7ml Low Profile Heavy Bottom Glass Jar is a lab-grade concentrate container built for extractors, processors, and brands who need packaging that performs on the bench and looks right on the shelf.…",Direct / tiered,Raise
7ml Glass Jars- Low Profile heavy bottom- Screw Top with Lids,7ml-screw-top-jars-with-black-lids,glass jar,Lid Color: Black; Glass: Clear,Quantity: 4500; Lid Color: Black; Glass: Clear,7MLJAR-05B,4500,pcs,4500,65.0,0.014444444444444444,420 Stock,0.28,1260.0000000000002,https://420stock.com/products/7ml-black-cap-glass-concentrate-container-trap-jar,10+ cases,0.266,1197.99,"The 7ml Low Profile Heavy Bottom Glass Jar is a lab-grade concentrate container built for extractors, processors, and brands who need packaging that performs on the bench and looks right on the shelf.…",Direct / tiered,Raise
7ml Glass Jars- Low Profile heavy bottom- Screw Top with Lids,7ml-screw-top-jars-with-black-lids,glass jar,Lid Color: Black; Glass: Frosted,Quantity: 4500; Lid Color: Black; Glass: Frosted,7MLJAR-05BF,4500,pcs,4500,49.99,0.011108888888888889,420 Stock,0.28,1260.0000000000002,https://420stock.com/products/7ml-black-cap-glass-concentrate-container-trap-jar,10+ cases,0.266,1197.99,"The 7ml Low Profile Heavy Bottom Glass Jar is a lab-grade concentrate container built for extractors, processors, and brands who need packaging that performs on the bench and looks right on the shelf.…",Direct / tiered,Raise
7ml Glass Jars- Low Profile heavy bottom- Screw Top with Lids,7ml-screw-top-jars-with-black-lids,glass jar,Lid Color: Black; Glass: Clear,Quantity: 9900; Lid Color: Black; Glass: Clear,7MLJAR-06B,9900,pcs,9900,14.99,0.0015141414141414142,420 Stock,0.28,2772.0000000000005,https://420stock.com/products/7ml-black-cap-glass-concentrate-container-trap-jar,10+ cases,0.266,2633.99,"The 7ml Low Profile Heavy Bottom Glass Jar is a lab-grade concentrate container built for extractors, processors, and brands who need packaging that performs on the bench and looks right on the shelf.…",Direct / tiered,Raise
7ml Glass Jars- Low Profile heavy bottom- Screw Top with Lids,7ml-screw-top-jars-with-black-lids,glass jar,Lid Color: Black; Glass: Frosted,Quantity: 9900; Lid Color: Black; Glass: Frosted,7MLJAR-06BF,9900,pcs,9900,79.99,0.008079797979797979,420 Stock,0.28,2772.0000000000005,https://420stock.com/products/7ml-black-cap-glass-concentrate-container-trap-jar,10+ cases,0.266,2633.99,"The 7ml Low Profile Heavy Bottom Glass Jar is a lab-grade concentrate container built for extractors, processors, and brands who need packaging that performs on the bench and looks right on the shelf.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 7ml; Color: Black,Size: 7ml; Quantity: 50; Color: Black,,50,pcs,50,29.99,0.5998,Tigerpak,0.1475,7.375,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,Extrapolated from 1000+ tier for qty 50. 1000 qty example,0.14454999999999998,7.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Estimated (small-pack adj.),Lower
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 7ml; Color: Black,Size: 7ml; Quantity: 500; Color: Black,BOX FOR JAR 7ML 500,500,pcs,500,75.0,0.15,Tigerpak,0.1475,73.75,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,Extrapolated from 1000+ tier for qty 500. 1000 qty example,0.14454999999999998,72.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Estimated (small-pack adj.),Lower
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 5ml; Color: Black,Size: 5ml; Quantity: 1000; Color: Black,BOX FOR JAR 5ml 1000,1000,pcs,1000,12.99,0.01299,Tigerpak,0.118,118.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,112.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 5ml; Color: White,Size: 5ml; Quantity: 1000; Color: White,BOX FOR JAR 5ML 1000,1000,pcs,1000,12.99,0.01299,Tigerpak,0.118,118.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,112.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 6ml; Color: Black,Size: 6ml; Quantity: 1000; Color: Black,BOX FOR JAR 6ML 1000,1000,pcs,1000,10.99,0.01099,Tigerpak,0.118,118.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,112.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 6ml; Color: White,Size: 6ml; Quantity: 1000; Color: White,BOX FOR JAR 6ML 1000,1000,pcs,1000,19.99,0.019989999999999997,Tigerpak,0.118,118.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,112.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 7ml; Color: Black,Size: 7ml; Quantity: 1000; Color: Black,BOX FOR JAR 7ML 1000,1000,pcs,1000,599.99,0.59999,Tigerpak,0.118,118.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11563999999999999,115.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Lower
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 7ml; Color: White,Size: 7ml; Quantity: 1000; Color: White,BOX FOR JAR 7ML 1000,1000,pcs,1000,9.99,0.00999,Tigerpak,0.118,118.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,112.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 9ml; Color: Black,Size: 9ml; Quantity: 1000; Color: Black,BOX FOR JAR 9ML 1000,1000,pcs,1000,24.99,0.02499,Tigerpak,0.118,118.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,112.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 6ml; Color: White,Size: 6ml; Quantity: 5000; Color: White,BOX FOR JAR 6ML 5000,5000,pcs,5000,12.99,0.002598,Tigerpak,0.118,590.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,560.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 5ml; Color: Black,Size: 5ml; Quantity: 5000; Color: Black,BOX FOR JAR 5ML 5000,5000,pcs,5000,9.99,0.001998,Tigerpak,0.118,590.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,560.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 6ml; Color: Black,Size: 6ml; Quantity: 10000; Color: Black,BOX FOR JAR 6ML 10000,10000,pcs,10000,599.99,0.059999000000000004,Tigerpak,0.118,1180.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,1121.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 5ml; Color: White,Size: 5ml; Quantity: 5000; Color: White,BOX FOR JAR 5ML 5000,5000,pcs,5000,12.99,0.002598,Tigerpak,0.118,590.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,560.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 6ml; Color: Black,Size: 6ml; Quantity: 5000; Color: Black,BOX FOR JAR 6ML 5000,5000,pcs,5000,12.99,0.002598,Tigerpak,0.118,590.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,560.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 7ml; Color: Black,Size: 7ml; Quantity: 5000; Color: Black,BOX FOR JAR 7ML 5000,5000,pcs,5000,9.99,0.001998,Tigerpak,0.118,590.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,560.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 7ml; Color: White,Size: 7ml; Quantity: 5000; Color: White,BOX FOR JAR 7ML 5000,5000,pcs,5000,19.99,0.003998,Tigerpak,0.118,590.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,560.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 9ml; Color: Black,Size: 9ml; Quantity: 5000; Color: Black,BOX FOR JAR 9ML 5000,5000,pcs,5000,14.99,0.0029980000000000002,Tigerpak,0.118,590.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,560.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 9ml; Color: White,Size: 9ml; Quantity: 5000; Color: White,BOX FOR JAR 9ML 5000,5000,pcs,5000,9.99,0.001998,Tigerpak,0.118,590.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,560.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 5ml; Color: Black,Size: 5ml; Quantity: 10000; Color: Black,BOX FOR JAR 5ML 10000,10000,pcs,10000,9.99,0.000999,Tigerpak,0.118,1180.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,1121.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 5ml; Color: White,Size: 5ml; Quantity: 10000; Color: White,BOX FOR JAR 5ML 10000,10000,pcs,10000,10.99,0.001099,Tigerpak,0.118,1180.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,1121.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 6ml; Color: White,Size: 6ml; Quantity: 10000; Color: White,BOX FOR JAR 6ML 10000,10000,pcs,10000,29.99,0.002999,Tigerpak,0.118,1180.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,1121.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 9ml; Color: White,Size: 9ml; Quantity: 1000; Color: White,BOX FOR JAR 9ML 1000,1000,pcs,1000,19.99,0.019989999999999997,Tigerpak,0.118,118.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,112.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 7ml; Color: Black,Size: 7ml; Quantity: 10000; Color: Black,BOX FOR JAR 7ML 10000,10000,pcs,10000,49.99,0.004999,Tigerpak,0.118,1180.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,1121.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 7ml; Color: White,Size: 7ml; Quantity: 10000; Color: White,BOX FOR JAR 7ML 10000,10000,pcs,10000,49.99,0.004999,Tigerpak,0.118,1180.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,1121.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 9ml; Color: Black,Size: 9ml; Quantity: 10000; Color: Black,BOX FOR JAR 9ML 10000,10000,pcs,10000,79.99,0.007999,Tigerpak,0.118,1180.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,1121.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Blank Boxes for Jars,blank-boxes-for-7ml-jars,box,Size: 9ml; Color: White,Size: 9ml; Quantity: 10000; Color: White,BOX FOR JAR 9ML 10000,10000,pcs,10000,19.99,0.001999,Tigerpak,0.118,1180.0,https://www.tigerpak.com/product/2-1-4-x-1-1-4-x-3-1-4-kraft-reverse-tuck-tuck-top-boxes/,1000 qty example,0.11209999999999999,1121.99,"Oil Slick Blank Boxes for Jars are clean, retail-ready outer boxes for your concentrate jars, built for brands and extractors who want pro packaging without being locked into pre-printed designs.…",Direct / tiered,Raise
Custom Oil Slick®Canvas,custom-oil-slickrcanvas,custom branded,,Quantity: 1000,CUSTOMCANVAS-03,1000,pcs,1000,39.99,0.039990000000000005,,,,,No competitor data found,0.039990000000000005,39.99,"The Custom Oil Slick® Canvas is a fully branded, medical-grade silicone dab pad program built for commercial processors, headshops, and cannabis brands who want their logo living on every dab table, not buried on a business card.…",Missing,Keep
Custom Oil Slick®Canvas,custom-oil-slickrcanvas,custom branded,,Quantity: 2000,CUSTOMCANVAS-04,2000,pcs,2000,39.99,0.019995000000000002,,,,,No competitor data found,0.023995,47.99,"The Custom Oil Slick® Canvas is a fully branded, medical-grade silicone dab pad program built for commercial processors, headshops, and cannabis brands who want their logo living on every dab table, not buried on a business card.…",Missing,Raise
Oil Slick® Clear 50 Sheet :  Packaged for RESALE,slick-clear-fep,FEP,,Quantity: 25 retail packs of 50,CLEAR50-01,1250,sheets,25 retail packs × 50 each = 1250 total sheets,99.99,0.079992,eBay (LIFT OFF),0.055,68.75,https://www.ebay.com/itm/266322429470,1000 sheet benchmark,0.053899999999999997,67.99,"The Oil Slick® Clear 50 Sheet pack is a bulk FEP sheet solution built for concentrate brands, processors, and headshops that resell nonstick sheets to their own customers.…",Direct / tiered,Lower
Oil Slick® Clear 50 Sheet :  Packaged for RESALE,slick-clear-fep,FEP,,Quantity: 100 retail packs of 50,CLEAR50-02,5000,sheets,100 retail packs × 50 each = 5000 total sheets,149.99,0.029998,eBay (LIFT OFF),0.055,275.0,https://www.ebay.com/itm/266322429470,1000 sheet benchmark,0.05225,261.99,"The Oil Slick® Clear 50 Sheet pack is a bulk FEP sheet solution built for concentrate brands, processors, and headshops that resell nonstick sheets to their own customers.…",Direct / tiered,Raise
Oil Slick® Clear 50 Sheet :  Packaged for RESALE,slick-clear-fep,FEP,,Quantity: 200 retail packs of 50,CLEAR50-03,10000,sheets,200 retail packs × 50 each = 10000 total sheets,39.99,0.003999,eBay (LIFT OFF),0.055,550.0,https://www.ebay.com/itm/266322429470,1000 sheet benchmark,0.05225,522.99,"The Oil Slick® Clear 50 Sheet pack is a bulk FEP sheet solution built for concentrate brands, processors, and headshops that resell nonstick sheets to their own customers.…",Direct / tiered,Raise
Oil Slick® Clear FEP Sheets,slick-clear-fep-sheets,FEP,Thickness: .05 mm,Quantity: 500 Sheets; Thickness: .05 mm,CLEAR 500.05,500,sheets,500 Sheets,129.99,0.25998000000000004,eBay (LIFT OFF),0.06875,34.375,https://www.ebay.com/itm/266322429470,Extrapolated from 1000+ tier for qty 500. 1000 sheets,0.298,149.00,"Oil Slick Clear FEP Sheets are precision-cut nonstick squares designed for extraction labs, processors, and serious concentrate handlers who need a reliable barrier between sticky product and everything else.…",Estimated (small-pack adj.),Raise
Oil Slick® Clear FEP Sheets,slick-clear-fep-sheets,FEP,Thickness: .05 mm,Quantity: 1000 Sheets; Thickness: .05 mm,CLEAR 1000.05,1000,sheets,1000 Sheets,89.99,0.08999,eBay (LIFT OFF),0.055,55.0,https://www.ebay.com/itm/266322429470,1000 sheets,0.17899,178.99,"Oil Slick Clear FEP Sheets are precision-cut nonstick squares designed for extraction labs, processors, and serious concentrate handlers who need a reliable barrier between sticky product and everything else.…",Direct / tiered,Raise
